Staten Island Rolling Sales File.  All Sales From May 2015 - April 2016.,,,,,,,,,,,,,,,,,,,,
Sales File as of 4/30/2016  Co-op Sales Files as of 4/30/2016,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 5/1/2016, Descriptive Data is as of 5/1/2016",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,ROSSVILLE-PORT MOBIL     ,31  COMMERCIAL VACANT LAND                  ,4,7206,35, ,V1,INDUSTRIAL LOOP                          ,            ,10309,0,0,0,3880,0,0,4,V1," $1,100,000 ",7/29/2015
5,ROSSVILLE-PORT MOBIL     ,31  COMMERCIAL VACANT LAND                  ,4,7207,138, ,V1,N/A ARTHUR KILL ROAD                     ,            ,10309,0,0,0,16250,0,0,4,V1, $-   ,1/5/2016
5,ROSSVILLE-PORT MOBIL     ,31  COMMERCIAL VACANT LAND                  ,4,7207,140, ,V1,N/A JOHNSON AVENUE                       ,            ,10309,0,0,0,23000,0,0,4,V1, $-   ,1/5/2016
5,ROSSVILLE-PORT MOBIL     ,31  COMMERCIAL VACANT LAND                  ,4,7207,150, ,V1,N/A JOHNSON AVENUE                       ,            ,10309,0,0,0,10000,0,0,4,V1, $-   ,1/5/2016
5,ROSSVILLE-PORT MOBIL     ,41  TAX CLASS 4 - OTHER                     ,4,7206,508, ,Z9,INDUSTRIAL LOOP                          ,            ,10309,0,0,0,201714,0,1899,4,Z9," $1,562,938 ",2/21/2016
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,7558,153, ,A1,314 BOSCOMBE AVENUE                      ,            ,10309,1,0,1,13692,3732,1984,1,A1," $1,225,000 ",12/15/2015
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,7566,171, ,A3,45 MEADE LOOP                            ,            ,10309,1,0,1,13148,2400,1986,1,A3," $500,000 ",8/7/2015
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,7566,210, ,A3,115 MEADE LOOP                           ,            ,10309,1,0,1,12513,2688,1986,1,A3, $-   ,10/10/2015
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,7572,84, ,A1,47 MADSEN AVENUE                         ,            ,10309,1,0,1,9000,1064,1920,1,A1," $463,500 ",6/2/2015
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,7572,131, ,A1,137 MADSEN AVENUE                        ,            ,10309,1,0,1,5612,910,1925,1,A1," $444,000 ",6/9/2015
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY DWELLINGS                    ,1,8007,68, ,A1,21 MURRAY STREET                         ,            ,10309,1,0,1,7455,1900,1915,1,A1," $364,000 ",7/15/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,120,57, ,A2,149 OXFORD PLACE                         ,            ,10301,1,0,1,4400,2300,1960,1,A2, $-   ,6/25/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,121,70, ,A1,27 SILVER LAKE ROAD                      ,            ,10301,1,0,1,5000,1478,1930,1,A1," $460,000 ",12/4/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,126,155, ,A5,356 CASTLETON AVENUE                     ,            ,10301,1,0,1,3557,1752,1975,1,A5," $350,000 ",7/10/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,250,53, ,A1,86 UNIVERSITY PLACE                      ,            ,10301,1,0,1,7800,2400,1930,1,A1," $640,000 ",12/11/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,251,38, ,A1,228 HART BOULEVARD                       ,            ,10301,1,0,1,5290,2225,1956,1,A1, $-   ,9/10/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,251,105, ,A1,203 OAKWOOD AVENUE                       ,            ,10301,1,0,1,2500,684,1899,1,A1, $-   ,9/22/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,252,58, ,A2,67 REVERE STREET                         ,            ,10301,1,0,1,4675,1607,1950,1,A2," $490,000 ",6/9/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,253,35, ,A2,338 SHARON AVENUE                        ,            ,10301,1,0,1,7100,1144,1950,1,A2," $455,000 ",1/8/2016
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,253,80, ,A1,593 METROPOLITAN AVENUE                  ,            ,10301,1,0,1,4200,1656,1899,1,A1, $-   ,7/20/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,49, ,A1,649 METROPOLITAN AVENUE                  ,            ,10301,1,0,1,5000,3343,2013,1,A1," $845,000 ",8/26/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,53, ,A1,53 PARK COURT                            ,            ,10301,1,0,1,5000,1275,1930,1,A1," $480,000 ",6/19/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,75, ,A1,27 PARK COURT                            ,            ,10301,1,0,1,5450,1508,1935,1,A1, $-   ,8/19/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,146, ,A1,24 SILVER COURT                          ,            ,10301,1,0,1,5550,1568,1935,1,A1," $675,000 ",8/21/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,151, ,A1,32 SILVER COURT                          ,            ,10301,1,0,1,5550,2480,2001,1,A1," $875,000 ",8/21/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,209, ,A1,21 EDSTONE DRIVE                         ,            ,10301,1,0,1,4884,2080,1935,1,A1," $866,500 ",6/30/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,254,253, ,A1,11 ROSE COURT                            ,            ,10301,1,0,1,4440,3298,1935,1,A1," $821,500 ",5/21/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,256,65, ,A2,10 OXHOLM AVENUE                         ,            ,10301,1,0,1,10368,1152,1960,1,A2," $596,000 ",9/8/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,261,66, ,A1,68 CITY BOULEVARD                        ,            ,10301,1,0,1,3300,1208,1920,1,A1," $539,000 ",8/25/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,262,34, ,A1,4 PARSONS PLACE                          ,            ,10301,1,0,1,2414,1160,1931,1,A1," $167,500 ",11/16/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,264,11, ,A1,16 BIRCH AVENUE                          ,            ,10301,1,0,1,5000,1867,1935,1,A1," $445,000 ",7/16/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,266,11, ,A1,655 BARD AVENUE                          ,            ,10310,1,0,1,2875,1678,1930,1,A1," $394,000 ",12/23/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,267,10, ,A1,683 BARD AVENUE                          ,            ,10310,1,0,1,2675,1756,1940,1,A1," $468,000 ",8/25/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,268,8, ,A1,715 BARD AVENUE                          ,            ,10310,1,0,1,3050,1764,1935,1,A1," $381,000 ",6/23/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,268,13, ,A0,180 CITY BOULEVARD                       ,            ,10301,1,0,1,5000,1000,1955,1,A0, $-   ,9/3/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,275,60, ,A1,542 BARD AVENUE                          ,            ,10310,1,0,1,3060,1808,1935,1,A1, $-   ,10/25/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,275,62, ,A1,544 BARD AVENUE                          ,            ,10310,1,0,1,3500,2005,1935,1,A1," $580,000 ",7/15/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,275,76, ,A1,586 BARD AVENUE                          ,            ,10310,1,0,1,3520,1868,1930,1,A1," $575,000 ",10/20/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,275,200, ,A2,55 LAWRENCE AVENUE                       ,            ,10310,1,0,1,3330,1140,1940,1,A2," $416,000 ",9/9/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,276,71, ,A1,38 LAWRENCE AVENUE                       ,            ,10310,1,0,1,3680,1704,1899,1,A1, $-   ,12/9/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,277,50, ,A2,111 LAWRENCE AVENUE                      ,            ,10310,1,0,1,3293,883,1910,1,A2," $500,000 ",10/19/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,277,157, ,A1,352 HART AVENUE                          ,            ,10310,1,0,1,4400,1500,1901,1,A1," $385,000 ",10/19/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,279,54, ,A1,74 WHITEWOOD AVENUE                      ,            ,10310,1,0,1,6200,1541,1960,1,A1," $827,000 ",8/21/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,279,67, ,A2,9 PARKVIEW PLACE                         ,            ,10310,1,0,1,5400,1288,1980,1,A2, $-   ,12/7/2015
5,SILVER LAKE              ,01  ONE FAMILY DWELLINGS                    ,1,279,119, ,A1,772 BARD AVENUE                          ,            ,10310,1,0,1,5610,1956,1920,1,A1," $750,000 ",6/3/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,120,23, ,B2,23 DUER LANE                             ,            ,10301,2,0,2,3240,2289,1930,1,B2," $525,000 ",1/5/2016
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,120,49, ,B1,129 OXFORD PLACE                         ,            ,10301,2,0,2,7150,948,1940,1,B1," $405,000 ",1/19/2016
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,120,97, ,B2,406 WOODSTOCK AVENUE                     ,            ,10301,2,0,2,3500,2162,2014,1,B2," $625,000 ",6/26/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,126,10, ,B2,85 SILVER LAKE ROAD                      ,            ,10301,2,0,2,3531,3492,1910,1,B2, $-   ,10/1/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,126,10, ,B2,85 SILVER LAKE ROAD                      ,            ,10301,2,0,2,3531,3492,1910,1,B2, $-   ,5/18/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,126,20, ,B2,105 SILVER LAKE ROAD                     ,            ,10301,2,0,2,5960,3008,2014,1,B2," $610,950 ",8/18/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,126,21, ,B2,107 SILVER LAKE ROAD                     ,            ,10301,2,0,2,5960,2976,2014,1,B2, $-   ,7/30/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,126,21, ,B2,107 SILVER LAKE ROAD                     ,            ,10301,2,0,2,5960,2976,2014,1,B2," $662,500 ",7/30/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,127,56, ,B2,112 SILVER LAKE ROAD                     ,            ,10301,2,0,2,3600,2544,1925,1,B2," $600,000 ",8/10/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,250,78, ,B3,225 HART BOULEVARD                       ,            ,10301,2,0,2,5750,1560,1935,1,B3," $460,000 ",11/4/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,250,96, ,B2,195 HART BOULEVARD                       ,            ,10301,2,0,2,8625,2264,1940,1,B2," $655,000 ",12/16/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,252,73, ,B2,367 SHARON AVENUE                        ,            ,10301,2,0,2,5225,2641,2015,1,B2," $700,000 ",1/25/2016
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,272,8, ,B1,735 BARD AVENUE                          ,            ,10310,2,0,2,4770,2145,1935,1,B1, $-   ,12/9/2015
5,SILVER LAKE              ,02  TWO FAMILY DWELLINGS                    ,1,278,32, ,B3,695 DAVIS AVENUE                         ,            ,10310,2,0,2,4823,1656,1970,1,B3, $-   ,8/19/2015
5,SILVER LAKE              ,05  TAX CLASS 1 VACANT LAND                 ,1B,121,29, ,V0,CASTLETON AVENUE                         ,            ,10301,0,0,0,7692,0,0,1,V0," $90,000 ",11/17/2015
5,SILVER LAKE              ,05  TAX CLASS 1 VACANT LAND                 ,1B,254,211, ,V0,N/A EDSTONE DRIVE                        ,            ,10301,0,0,0,4888,0,0,1,V0, $-   ,6/30/2015
5,SILVER LAKE              ,05  TAX CLASS 1 VACANT LAND                 ,1B,256,97, ,V0,CROTON AVENUE                            ,            ,10301,0,0,0,3600,0,0,1,V0," $30,547 ",6/23/2015
5,SILVER LAKE              ,06  TAX CLASS 1 - OTHER                     ,1,264,14, ,G0,16 BIRCH AVENUE                          ,            ,10301,0,0,0,2500,0,1950,1,G0, $-   ,7/16/2015
5,SILVER LAKE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,253,45, ,C3,352 SHARON AVENUE                        ,            ,10301,4,0,4,7242,3800,1932,2,C3, $-   ,8/6/2015
5,SILVER LAKE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,262,89, ,C3,141-143 NORMA PLACE                      ,            ,10301,4,0,4,4690,3224,1932,2,C3," $90,000 ",6/25/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1002, ,R4,215 HART BOULEVARD                       ,1B          ,10301,1,0,1,0,0,1931,2,R4," $183,000 ",6/8/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1012, ,R4,215 HART BOULEVARD                       ,2C          ,10301,1,0,1,0,0,1931,2,R4," $185,000 ",7/31/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1023, ,R4,215 HART BOULEVARD                       ,3C          ,10301,1,0,1,0,0,1931,2,R4," $180,000 ",11/4/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1030, ,R4,215 HART BOULEVARD                       ,3K          ,10301,1,0,1,0,0,1931,2,R4, $-   ,9/1/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1037, ,R4,215 HART BOULEVARD                       ,4G          ,10301,1,0,1,0,0,1931,2,R4," $270,000 ",10/14/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1041, ,R4,215 HART BOULEVARD                       ,4K          ,10301,1,0,1,0,0,1931,2,R4," $180,000 ",5/6/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1042, ,R4,215 HART BOULEVARD                       ,4L          ,10301,1,0,1,0,0,1931,2,R4," $245,000 ",5/19/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,250,1055, ,R4,215 HART BOULEVARD                       ,6B          ,10301,1,0,1,0,0,1931,2,R4," $165,000 ",6/16/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,251,1005, ,R4,200 HART BOULEVARD                       ,1E          ,10301,1,0,1,0,0,1937,2,R4," $135,000 ",8/19/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,251,1007, ,R4,200 HART BOULEVARD                       ,1G          ,10301,1,0,1,0,0,1937,2,R4," $202,500 ",8/14/2015
5,SILVER LAKE              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,251,1041, ,R4,200 HART BOULEVARD                       ,6A          ,10301,1,0,1,0,0,1937,2,R4, $-   ,2/11/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3110,28, ,A1,245 SAND LANE                            ,            ,10305,1,0,1,2000,1220,1920,1,A1, $-   ,1/28/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3111,40, ,A5,79 ARTHUR AVENUE                         ,            ,10305,1,0,1,2350,1796,2001,1,A5, $-   ,2/5/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3111,40, ,A5,79 ARTHUR AVENUE                         ,            ,10305,1,0,1,2350,1796,2001,1,A5, $-   ,5/25/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3117,166, ,A5,115 RETNER STREET                        ,            ,10305,1,0,1,2400,1440,2000,1,A5, $-   ,9/24/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3119,70, ,A2,74 WINDOM AVENUE                         ,            ,10305,1,0,1,2800,704,1899,1,A2," $135,000 ",5/12/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3120,11, ,A1,35 WINDOM AVENUE                         ,            ,10305,1,0,1,2500,1728,1990,1,A1, $-   ,7/1/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,82, ,A9,11 WATERFORD COURT                       ,            ,10305,1,0,1,2850,1181,1920,1,A9," $269,724 ",11/13/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,82, ,A9,11 WATERFORD COURT                       ,            ,10305,1,0,1,2850,1181,1920,1,A9," $489,219 ",7/16/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,184, ,A2,25 GUILFORD STREET                       ,            ,10305,1,0,1,3440,1008,1955,1,A2," $470,000 ",6/25/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3121,199, ,A2,14 GUILFORD STREET                       ,            ,10305,1,0,1,2700,840,1950,1,A2," $375,000 ",12/14/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,46, ,A5,174 ARTHUR AVENUE                        ,            ,10305,1,0,1,3160,1519,1999,1,A5," $503,000 ",6/1/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,50, ,A5,171 ARTHUR AVENUE                        ,            ,10305,1,0,1,2325,1519,1999,1,A5," $520,000 ",9/8/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,54, ,A5,47 OCEANSIDE AVENUE                      ,            ,10305,1,0,1,3750,1519,1999,1,A5, $-   ,11/1/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,126, ,A5,195 FR CAPODANNO BLVD                    ,            ,10305,1,0,1,2028,1450,2004,1,A5," $420,000 ",6/29/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,144, ,A1,235 FR CAPODANNO BLVD                    ,            ,10305,1,0,1,1950,1600,1945,1,A1, $-   ,9/11/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,173, ,A2,17 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1,2132,456,1920,1,A2," $155,023 ",11/12/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,185, ,A5,125 ALEX CIRCLE                          ,            ,10305,1,0,1,1804,1554,2003,1,A5," $382,000 ",8/25/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,224, ,A2,12 SUNNYMEADE VILLAGE                    ,            ,10305,1,0,1,2821,400,1920,1,A2," $270,000 ",10/7/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,227, ,A2,8 SUNNYMEADE VILLAGE                     ,            ,10305,1,0,1,2366,432,1920,1,A2," $175,000 ",9/18/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3122,312, ,A5,34 RAGAZZI LANE                          ,            ,10305,1,0,1,1400,2276,2000,1,A5," $400,000 ",2/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3123,70, ,A5,152 ALEX CIRCLE                          ,            ,10305,1,0,1,2250,1317,2000,1,A5," $473,000 ",1/19/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,21, ,A5,21B DOTY AVENUE                          ,            ,10305,1,0,1,1960,1990,2004,1,A5," $361,000 ",2/12/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,255, ,A2,145 JACKSON AVENUE                       ,            ,10305,1,0,1,2409,760,1940,1,A2," $345,000 ",7/22/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,311, ,A9,35 LINDA AVENUE                          ,            ,10305,1,0,1,2760,1200,1986,1,A9," $387,000 ",10/13/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,353, ,A5,14 SEA GATE COURT                        ,            ,10305,1,0,1,1000,1444,1999,1,A5, $-   ,11/11/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,456, ,A9,30 SEASIDE LANE                          ,            ,10305,1,0,1,1146,1432,1991,1,A9," $369,000 ",2/3/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3124,464, ,A5,14 SEASIDE LANE                          ,            ,10305,1,0,1,1081,1620,2002,1,A5, $-   ,11/3/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3125,86, ,A9,88 FR CAPODANNO BLVD                     ,            ,10305,1,0,1,1449,1182,1986,1,A9," $210,000 ",7/6/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3125,143, ,A2,172 OCEAN AVENUE                         ,            ,10305,1,0,1,3160,576,1930,1,A2," $100,000 ",12/16/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3236,51, ,A5,24 KERMIT AVENUE                         ,            ,10305,1,0,1,2000,1176,1992,1,A5, $-   ,8/17/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3237,18, ,A9,55 NORWAY AVENUE                         ,            ,10305,1,0,1,2300,1200,1960,1,A9," $370,000 ",12/3/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3238,1, ,A9,54 LAMPORT BOULEVARD                     ,            ,10305,1,0,1,2600,1200,1960,1,A9," $328,000 ",11/24/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,15, ,A9,145 LAMPORT BOULEVARD                    ,            ,10305,1,0,1,2058,1230,1960,1,A9," $335,000 ",8/20/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,37, ,A5,101 LAMPORT BOULEVARD                    ,            ,10305,1,0,1,2300,1440,2004,1,A5," $430,000 ",2/16/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,49, ,A9,75 LAMPORT BOULEVARD                     ,            ,10305,1,0,1,2250,1312,1960,1,A9," $385,000 ",11/15/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3246,88, ,A2,114 KENSINGTON AVENUE                    ,            ,10305,1,0,1,4000,840,1950,1,A2," $300,000 ",9/11/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3248,39, ,A9,242 MALLORY AVENUE                       ,            ,10305,1,0,1,2500,1320,1960,1,A9," $420,000 ",1/8/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3248,69, ,A5,207 NORWAY AVENUE                        ,            ,10305,1,0,1,2000,1793,2010,1,A5," $439,500 ",12/30/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3249,18, ,A2,192 LAMPORT BOULEVARD                    ,            ,10305,1,0,1,4000,988,1950,1,A2," $317,000 ",6/12/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3252,62, ,A2,281 NORWAY AVENUE                        ,            ,10305,1,0,1,3000,960,1935,1,A2, $-   ,10/1/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,9, ,A2,226 KENSINGTON AVENUE                    ,            ,10305,1,0,1,4000,825,1945,1,A2," $370,000 ",9/15/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,28, ,A1,266 KENSINGTON AVENUE                    ,            ,10305,1,0,1,2000,1050,1940,1,A1," $329,000 ",2/23/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3254,62, ,A9,253 LAMPORT BOULEVARD                    ,            ,10305,1,0,1,2000,1472,1976,1,A9, $-   ,11/5/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3256,4, ,A1,131 OLYMPIA BOULEVARD                    ,            ,10305,1,0,1,4360,1456,1960,1,A1," $333,000 ",11/13/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3256,20, ,A2,233 JEROME AVENUE                        ,            ,10305,1,0,1,4000,840,1970,1,A2, $10 ,6/25/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3257,13, ,A5,199 BIONIA AVENUE                        ,            ,10305,1,0,1,2000,1200,2000,1,A5," $403,999 ",10/20/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3263,22, ,A5,11 KENSINGTON AVENUE                     ,            ,10305,1,0,1,2262,1408,2003,1,A5," $492,000 ",9/9/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3263,32, ,A5,6 JEROME AVENUE                          ,            ,10305,1,0,1,2450,1408,2003,1,A5," $475,000 ",7/23/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3264,11, ,A9,1016 HYLAN BOULEVARD                     ,            ,10305,1,0,1,1239,1080,1970,1,A9," $390,000 ",2/3/2016
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3270,36, ,A2,65 JEROME AVENUE                         ,            ,10305,1,0,1,5000,1040,1960,1,A2, $-   ,6/29/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3271,26, ,A9,359 MC CLEAN AVENUE                      ,            ,10305,1,0,1,2492,1230,1960,1,A9," $399,000 ",9/23/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3273,76, ,A1,38 PIAVE AVENUE                          ,            ,10305,1,0,1,4700,960,1950,1,A1, $-   ,7/20/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3276,20, ,A2,135 BIONIA AVENUE                        ,            ,10305,1,0,1,4000,982,1950,1,A2, $-   ,12/8/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3277,40, ,A3,440 MC CLEAN AVENUE                      ,            ,10305,1,0,1,4400,3600,1950,1,A3, $-   ,8/13/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3277,68, ,A3,154 BIONIA AVENUE                        ,            ,10305,1,0,1,2000,2000,2002,1,A3, $-   ,6/16/2015
5,SOUTH BEACH              ,01  ONE FAMILY DWELLINGS                    ,1,3284,48, ,A5,59 PIAVE AVENUE                          ,            ,10305,1,0,1,2349,1190,1990,1,A5," $340,000 ",10/15/2015
